person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
29.0,1,1,50483.0,9,2,5000.0,3,11.99,0.1,5.0,702,1,0
29.0,0,1,78863.0,7,3,4800.0,1,11.01,0.06,6.0,703,0,0
33.0,0,3,50385.0,10,0,9000.0,3,11.01,0.18,9.0,643,1,0
29.0,1,0,71321.0,6,3,4800.0,0,11.49,0.07,7.0,562,0,1
33.0,1,4,80078.0,7,3,4800.0,2,13.57,0.06,7.0,654,1,0
28.0,1,2,81049.0,3,3,4800.0,4,10.36,0.06,5.0,698,0,0
27.0,1,1,42594.0,7,0,6000.0,3,16.69,0.14,8.0,524,0,1
29.0,0,1,50216.0,8,0,6000.0,5,5.79,0.12,8.0,595,1,0
27.0,0,1,82221.0,4,3,4800.0,3,12.21,0.06,5.0,649,1,0
29.0,1,1,83596.0,9,3,4800.0,3,11.11,0.06,10.0,615,1,0
30.0,1,1,50505.0,7,0,10000.0,2,12.73,0.2,10.0,647,0,0
34.0,0,1,93206.0,12,3,4800.0,5,7.14,0.05,7.0,638,0,0
35.0,1,3,97180.0,13,3,4800.0,0,7.49,0.05,9.0,691,1,0
34.0,0,3,117168.0,10,3,4800.0,0,5.42,0.04,10.0,659,1,0
27.0,1,0,50164.0,3,0,10000.0,4,8.59,0.2,8.0,614,0,0
28.0,1,1,142639.0,7,3,4800.0,0,8.9,0.03,6.0,679,0,0
30.0,1,3,144921.0,7,3,4800.0,2,7.4,0.03,8.0,637,1,0
29.0,1,1,360790.0,7,3,4800.0,4,10.99,0.01,6.0,650,1,0
32.0,0,0,50028.0,8,0,8000.0,4,15.05,0.16,9.0,553,1,0
35.0,1,1,50141.0,15,0,8000.0,0,10.83,0.16,6.0,686,0,0
32.0,1,0,77793.0,12,3,4875.0,2,10.74,0.06,9.0,633,1,0
30.0,0,1,50080.0,3,0,18000.0,2,9.01,0.36,7.0,671,0,0
28.0,1,1,28776.0,8,3,4900.0,3,7.88,0.17,6.0,691,0,0
31.0,1,4,50137.0,6,0,4000.0,0,11.01,0.08,5.0,597,1,0
34.0,1,0,50336.0,12,0,16000.0,2,11.78,0.32,5.0,625,0,0
27.0,0,1,116301.0,7,3,10000.0,2,7.88,0.09,10.0,679,0,0
33.0,0,1,43032.0,10,0,8000.0,3,8.32,0.19,6.0,666,0,1
31.0,0,1,50187.0,8,0,12000.0,4,11.01,0.24,7.0,662,0,0
29.0,1,3,116936.0,8,3,10000.0,4,8.88,0.09,8.0,608,0,0
33.0,0,3,50251.0,15,2,3300.0,5,12.99,0.07,7.0,641,0,0
27.0,1,1,118630.0,1,3,10000.0,2,6.54,0.08,10.0,554,1,0
35.0,1,0,50674.0,12,2,3000.0,3,7.14,0.06,9.0,646,1,0
28.0,1,1,106628.0,6,3,10000.0,4,10.65,0.09,9.0,689,0,1
31.0,1,4,121077.0,6,3,10000.0,5,8.49,0.08,5.0,672,0,0
32.0,1,4,120996.0,10,3,10000.0,0,9.99,0.08,8.0,656,1,0
31.0,0,4,121271.0,9,3,10000.0,5,11.01,0.08,8.0,638,0,0
28.0,1,4,120926.0,4,3,10000.0,1,7.51,0.08,7.0,628,1,0
32.0,1,0,50663.0,11,2,10500.0,4,6.62,0.21,9.0,656,1,0
29.0,1,4,121064.0,6,3,10000.0,5,9.63,0.08,9.0,733,0,0
30.0,1,3,123174.0,6,3,10000.0,2,6.03,0.08,8.0,601,0,0
32.0,0,4,50590.0,8,0,3500.0,0,8.32,0.07,9.0,558,1,0
34.0,1,0,43296.0,13,0,2800.0,1,14.17,0.06,7.0,713,0,1
32.0,1,0,92857.0,11,3,10000.0,3,13.24,0.11,9.0,695,0,1
27.0,0,1,50579.0,9,2,4500.0,5,7.49,0.09,5.0,711,0,0
27.0,1,4,124485.0,7,3,10000.0,2,8.59,0.08,10.0,625,0,0
28.0,0,1,124731.0,6,3,10000.0,0,9.88,0.08,8.0,684,1,0
30.0,0,0,130739.0,4,3,10000.0,4,10.65,0.08,5.0,669,0,0
31.0,0,4,132828.0,10,3,10000.0,2,15.99,0.08,9.0,688,0,0
34.0,1,1,132825.0,7,3,10000.0,0,7.66,0.08,9.0,674,1,0
32.0,1,1,51156.0,7,0,13200.0,5,11.71,0.26,7.0,691,0,0
28.0,0,3,133298.0,1,3,10000.0,2,13.22,0.08,5.0,565,1,0
33.0,1,1,133064.0,11,3,10000.0,0,13.57,0.08,10.0,615,1,0
33.0,0,4,133024.0,12,3,10000.0,5,9.32,0.08,6.0,707,0,0
34.0,1,1,51207.0,12,0,17500.0,0,6.17,0.34,6.0,681,1,0
30.0,0,1,50463.0,6,0,4500.0,1,6.76,0.09,9.0,559,1,0
28.0,1,0,50741.0,8,2,13000.0,5,11.58,0.26,9.0,656,0,0
30.0,1,1,50836.0,6,0,15000.0,5,10.0,0.3,9.0,667,1,0
28.0,1,4,50752.0,8,0,7750.0,5,12.21,0.15,9.0,546,0,0
27.0,1,3,141354.0,4,3,10000.0,1,8.0,0.07,10.0,554,1,0
30.0,1,4,142568.0,9,3,10000.0,2,7.14,0.07,7.0,616,1,0
33.0,0,3,51260.0,11,0,7000.0,5,10.36,0.14,8.0,681,0,0
34.0,1,1,51383.0,8,0,8150.0,1,15.23,0.16,10.0,629,1,0
30.0,1,4,144998.0,6,3,10000.0,2,17.04,0.07,5.0,713,1,0
28.0,0,3,150741.0,5,3,10000.0,1,9.99,0.07,9.0,555,1,0
30.0,0,1,151059.0,7,3,10000.0,2,10.74,0.07,6.0,683,1,0
28.0,1,0,51675.0,6,0,5375.0,2,10.65,0.1,7.0,660,0,0
27.0,0,4,150890.0,7,3,10000.0,5,10.62,0.07,6.0,649,1,0
35.0,1,0,152073.0,10,3,10000.0,1,16.29,0.07,5.0,682,1,0
27.0,0,4,157172.0,4,3,10000.0,3,11.49,0.06,10.0,507,1,0
27.0,1,1,156813.0,6,3,10000.0,1,7.74,0.06,5.0,663,1,0
29.0,1,4,157102.0,7,3,10000.0,1,14.26,0.06,5.0,660,0,0
27.0,1,4,156910.0,6,3,10000.0,5,13.47,0.06,6.0,723,0,0
28.0,1,0,51541.0,7,2,8000.0,4,15.96,0.16,7.0,622,1,0
31.0,0,1,145920.0,7,3,10000.0,5,13.49,0.07,5.0,690,0,1
29.0,1,1,164149.0,7,3,10000.0,0,7.14,0.06,6.0,683,0,0
32.0,1,0,154987.0,6,3,10000.0,5,13.85,0.06,5.0,674,0,1
32.0,1,1,170134.0,9,3,10000.0,4,14.79,0.06,9.0,598,0,0
33.0,1,1,51313.0,11,0,13000.0,0,7.9,0.25,6.0,595,1,0
28.0,1,3,173641.0,7,3,10000.0,4,9.99,0.06,5.0,525,1,0
30.0,1,1,179061.0,10,3,10000.0,4,13.55,0.06,9.0,649,1,0
27.0,1,1,192824.0,1,3,10000.0,1,16.32,0.05,9.0,675,0,0
34.0,0,1,51306.0,14,0,10000.0,0,14.65,0.19,6.0,689,0,0
27.0,0,0,44310.0,5,0,12500.0,2,6.03,0.28,7.0,617,0,1
27.0,0,0,51513.0,2,2,10000.0,1,14.65,0.19,7.0,624,1,0
27.0,0,4,331396.0,5,3,10000.0,2,14.91,0.03,10.0,653,1,0
30.0,1,1,51623.0,5,2,1200.0,1,6.62,0.02,8.0,717,1,0
32.0,0,4,31532.0,10,3,9950.0,1,12.68,0.32,7.0,680,0,1
32.0,1,0,31254.0,13,3,4900.0,3,6.17,0.16,6.0,674,1,0
28.0,0,1,51383.0,4,0,7300.0,5,11.01,0.14,9.0,661,0,0
27.0,0,1,36950.0,4,3,4900.0,3,11.71,0.13,5.0,587,1,0
31.0,1,1,30198.0,7,3,9925.0,0,6.62,0.33,6.0,602,0,1
33.0,1,1,51530.0,9,2,5000.0,5,10.59,0.1,6.0,677,0,0
30.0,1,2,113129.0,10,3,9925.0,1,12.09,0.09,7.0,676,0,0
28.0,1,4,47418.0,7,3,9900.0,5,10.95,0.21,6.0,542,1,0
31.0,1,4,50888.0,10,3,9900.0,4,11.89,0.19,10.0,681,0,0
27.0,1,4,61120.0,5,3,9900.0,4,14.35,0.16,5.0,631,1,0
32.0,1,1,84764.0,6,3,9850.0,4,7.75,0.12,9.0,619,0,0
32.0,1,0,31222.0,9,3,9800.0,2,12.23,0.31,8.0,691,0,1
30.0,1,0,47230.0,9,3,9800.0,4,11.48,0.21,5.0,611,1,0
27.0,1,0,58396.0,2,3,9800.0,1,8.59,0.17,5.0,646,1,0
31.0,0,1,50896.0,5,0,9000.0,3,6.99,0.18,8.0,625,0,0
30.0,1,4,51586.0,5,2,4000.0,4,15.23,0.08,9.0,598,1,0
35.0,1,1,44249.0,12,0,16000.0,1,10.99,0.36,8.0,650,0,1
28.0,1,0,51750.0,3,0,6000.0,2,5.42,0.12,9.0,699,0,0
27.0,0,3,51845.0,4,0,3500.0,4,8.49,0.07,9.0,627,1,0
31.0,1,0,25696.0,6,3,9750.0,3,17.19,0.38,6.0,701,0,1
28.0,0,4,26666.0,3,3,9750.0,5,11.01,0.37,10.0,610,0,1
28.0,1,4,39761.0,8,3,4900.0,3,14.12,0.12,7.0,684,0,1
27.0,1,0,52741.0,5,3,4900.0,5,9.91,0.09,5.0,679,0,0
33.0,1,0,46519.0,10,3,4900.0,1,10.28,0.11,6.0,624,0,1
29.0,1,4,77854.0,7,3,4900.0,4,11.01,0.06,10.0,697,1,0
28.0,1,1,51257.0,9,3,4925.0,4,11.49,0.1,7.0,704,0,0
27.0,1,4,36588.0,3,3,4975.0,4,10.37,0.14,10.0,678,0,0
30.0,0,0,51382.0,10,2,8000.0,3,12.99,0.16,9.0,640,1,0
33.0,1,0,51838.0,12,0,9050.0,4,7.49,0.17,7.0,644,0,0
29.0,1,0,34666.0,5,3,5000.0,5,11.01,0.14,10.0,632,0,0
29.0,0,1,34510.0,4,3,5000.0,3,16.07,0.14,8.0,606,0,1
29.0,0,1,34549.0,6,3,5000.0,3,7.29,0.14,9.0,673,0,0
34.0,0,0,51252.0,11,0,2000.0,2,5.79,0.04,8.0,709,0,0
28.0,0,0,35719.0,2,3,5000.0,5,10.65,0.14,9.0,621,1,0
32.0,1,0,35496.0,11,3,5000.0,3,10.59,0.14,9.0,642,0,0
31.0,0,1,35293.0,8,3,5000.0,5,9.25,0.14,7.0,705,1,0
27.0,1,0,35525.0,8,3,5000.0,1,14.96,0.14,5.0,615,0,0
27.0,1,4,35736.0,4,3,5000.0,4,13.16,0.14,5.0,581,0,0
29.0,0,1,35938.0,3,3,5000.0,5,15.23,0.14,7.0,664,0,0
32.0,1,1,51058.0,7,0,10375.0,0,5.42,0.2,7.0,635,1,0
32.0,1,3,51673.0,10,0,1225.0,4,5.79,0.02,10.0,626,1,0
34.0,0,4,36328.0,11,3,5000.0,5,10.36,0.14,7.0,650,0,0
28.0,0,1,51036.0,5,0,5000.0,1,10.37,0.1,5.0,668,1,0
33.0,0,4,51509.0,13,0,9000.0,1,5.79,0.17,5.0,603,1,0
34.0,0,3,51426.0,14,0,7500.0,3,11.11,0.15,7.0,611,0,0
31.0,0,1,37050.0,6,3,5000.0,2,9.91,0.13,5.0,628,0,1
29.0,1,4,36723.0,3,3,5000.0,3,11.49,0.14,9.0,644,0,0
27.0,0,2,37270.0,2,3,5000.0,3,13.72,0.13,8.0,697,0,0
28.0,0,2,36970.0,7,3,5000.0,4,6.17,0.14,6.0,704,1,0
28.0,1,1,36862.0,7,3,5000.0,3,9.88,0.14,8.0,673,0,0
33.0,1,4,36981.0,10,3,5000.0,3,7.74,0.14,8.0,679,0,0
29.0,0,1,44314.0,7,0,8000.0,4,6.54,0.18,8.0,586,0,1
28.0,0,0,51582.0,4,0,12000.0,0,9.62,0.23,7.0,605,0,0
29.0,0,1,37143.0,11,3,5000.0,5,9.32,0.13,5.0,719,1,0
30.0,0,0,37084.0,8,3,5000.0,1,14.72,0.13,10.0,672,1,0
29.0,1,3,37865.0,4,3,5000.0,3,14.96,0.13,8.0,589,0,0
32.0,1,1,38103.0,7,3,5000.0,5,11.49,0.13,10.0,685,0,0
30.0,0,0,38057.0,8,3,5000.0,5,9.91,0.13,10.0,601,0,0
35.0,1,1,38210.0,13,3,5000.0,5,14.35,0.13,7.0,711,0,0
29.0,0,4,37967.0,6,3,5000.0,0,9.63,0.13,8.0,677,0,0
34.0,1,1,50979.0,11,2,22750.0,5,6.91,0.45,10.0,679,0,0
31.0,0,0,51183.0,9,2,7200.0,2,9.99,0.14,8.0,645,1,0
35.0,0,0,38996.0,15,3,5000.0,3,9.99,0.13,9.0,640,1,0
28.0,1,2,51667.0,5,0,11000.0,5,5.42,0.21,7.0,671,0,0
28.0,1,0,39562.0,9,3,5000.0,3,6.99,0.13,7.0,631,1,0
27.0,1,3,51163.0,6,0,8000.0,4,13.61,0.16,9.0,634,0,0
29.0,1,4,40064.0,4,3,5000.0,3,8.9,0.12,8.0,579,1,0
27.0,0,4,39936.0,4,3,5000.0,3,11.01,0.13,6.0,550,1,0
29.0,1,1,51644.0,7,2,2500.0,3,6.76,0.05,5.0,621,1,0
32.0,0,1,39970.0,9,3,5000.0,1,11.01,0.13,6.0,691,1,0
33.0,1,1,51563.0,13,0,6400.0,5,7.88,0.12,10.0,585,0,0
27.0,1,3,40493.0,5,3,5000.0,4,15.21,0.12,9.0,629,1,0
28.0,1,3,51156.0,6,0,10000.0,4,10.75,0.2,9.0,661,0,0
29.0,1,4,40596.0,7,3,5000.0,3,8.9,0.12,7.0,687,0,0
27.0,1,1,40991.0,6,3,5000.0,4,10.0,0.12,10.0,688,1,0
27.0,0,3,51314.0,3,2,8500.0,4,10.38,0.17,7.0,483,1,0
27.0,1,1,40702.0,2,3,5000.0,1,14.22,0.12,10.0,650,1,0
29.0,1,0,51551.0,5,0,2500.0,3,13.98,0.05,8.0,563,0,0
28.0,0,3,41775.0,6,3,5000.0,5,5.42,0.12,8.0,696,0,0
27.0,0,3,51584.0,4,0,4200.0,2,6.76,0.08,7.0,659,0,0
29.0,0,3,41423.0,5,3,5000.0,0,13.92,0.12,10.0,618,0,0
27.0,1,4,41615.0,4,3,5000.0,3,12.87,0.12,6.0,609,1,0
29.0,0,3,51351.0,4,0,7800.0,4,13.11,0.15,9.0,579,0,0
30.0,1,0,51467.0,7,0,3000.0,1,15.33,0.06,9.0,685,0,0
31.0,0,1,41583.0,6,3,5000.0,0,5.42,0.12,7.0,592,1,0
27.0,0,4,41769.0,6,3,5000.0,3,13.79,0.12,10.0,660,1,0
28.0,1,1,51535.0,7,0,8500.0,4,14.96,0.16,10.0,681,1,0
35.0,0,0,42809.0,17,3,5000.0,3,6.0,0.12,6.0,682,0,1
31.0,1,1,43079.0,8,3,5000.0,5,10.65,0.12,5.0,680,0,0
28.0,0,4,36261.0,6,3,5000.0,4,15.96,0.14,7.0,723,0,1
33.0,0,0,43474.0,8,3,5000.0,4,8.9,0.12,5.0,670,1,0
27.0,0,0,43183.0,5,3,5000.0,0,11.49,0.12,8.0,676,0,0
29.0,1,1,42995.0,5,3,5000.0,3,11.01,0.12,9.0,616,0,0
27.0,1,0,43121.0,3,3,5000.0,3,10.75,0.12,8.0,678,1,0
32.0,0,1,51939.0,6,2,10400.0,4,11.14,0.2,9.0,610,1,0
27.0,0,1,44328.0,6,0,15200.0,0,16.35,0.34,6.0,672,0,1
35.0,0,4,43866.0,11,3,5000.0,3,9.91,0.11,5.0,713,0,0
35.0,0,4,44483.0,10,3,5000.0,0,7.51,0.11,5.0,690,0,0
32.0,1,0,51363.0,10,0,9000.0,5,7.74,0.18,8.0,670,1,0
29.0,1,1,51353.0,7,0,2500.0,2,7.74,0.05,7.0,679,0,0
27.0,1,3,36909.0,5,3,5000.0,0,17.99,0.14,10.0,643,0,1
29.0,0,0,51213.0,6,0,8500.0,1,10.95,0.17,6.0,609,1,0
27.0,0,0,44279.0,5,3,5000.0,1,9.63,0.11,8.0,603,0,0
28.0,1,4,51370.0,8,2,15000.0,5,13.47,0.29,9.0,506,1,0
31.0,1,0,44687.0,6,3,5000.0,3,10.36,0.11,9.0,689,1,0
30.0,0,0,44171.0,7,3,5000.0,5,10.75,0.11,5.0,588,0,0
32.0,0,1,44119.0,12,3,5000.0,5,11.83,0.11,10.0,619,1,0
29.0,0,3,44244.0,3,3,5000.0,3,11.01,0.11,5.0,541,1,0
27.0,0,0,51224.0,6,0,20000.0,5,12.84,0.39,7.0,629,1,0
28.0,1,4,51399.0,7,2,6000.0,3,12.84,0.12,9.0,703,1,0
30.0,0,3,45422.0,4,3,5000.0,4,11.91,0.11,6.0,607,1,0
32.0,0,1,51322.0,10,2,1800.0,3,10.2,0.04,9.0,571,1,0
29.0,1,1,51582.0,6,0,7500.0,5,11.01,0.15,9.0,611,1,0
32.0,1,1,45467.0,9,3,5000.0,5,11.49,0.11,7.0,725,0,0
32.0,1,0,45441.0,8,3,5000.0,1,9.62,0.11,7.0,633,0,0
27.0,1,4,44289.0,0,0,6825.0,1,8.32,0.15,9.0,675,0,1
32.0,1,4,45402.0,8,3,5000.0,5,12.53,0.11,9.0,630,1,0
32.0,0,1,45738.0,11,3,5000.0,3,6.03,0.11,9.0,697,1,0
27.0,0,3,38975.0,9,3,5000.0,2,6.62,0.13,7.0,566,0,1
28.0,0,4,44179.0,5,0,15450.0,3,11.01,0.35,8.0,656,0,1
32.0,1,1,46504.0,7,3,5000.0,5,16.35,0.11,5.0,656,0,0
32.0,0,1,39402.0,12,3,5000.0,0,18.25,0.13,7.0,654,0,1
27.0,0,1,44248.0,7,0,5000.0,1,6.62,0.11,9.0,592,0,1
29.0,0,0,39391.0,6,3,5000.0,4,14.84,0.13,8.0,665,0,1
29.0,0,4,51718.0,7,2,2500.0,1,8.0,0.05,5.0,614,0,0
29.0,0,3,46577.0,7,3,5000.0,3,11.36,0.11,5.0,654,0,0
27.0,1,1,51596.0,2,1,2400.0,5,7.74,0.05,8.0,582,0,0
28.0,0,0,51601.0,6,0,13200.0,5,11.48,0.26,8.0,669,0,0
29.0,0,3,39524.0,6,3,5000.0,2,11.01,0.13,10.0,593,0,1
27.0,0,1,46949.0,4,3,5000.0,3,9.63,0.11,10.0,662,0,0
28.0,0,0,51385.0,6,2,12000.0,3,11.86,0.23,6.0,665,0,0
27.0,1,3,46853.0,4,3,5000.0,3,7.51,0.11,5.0,663,0,0
32.0,1,0,46915.0,7,3,5000.0,3,10.25,0.11,9.0,624,1,0
28.0,0,1,47217.0,5,3,5000.0,0,13.49,0.11,6.0,647,0,0
31.0,1,3,51620.0,8,2,2000.0,5,6.92,0.04,9.0,646,1,0
28.0,1,4,47268.0,5,3,5000.0,1,11.01,0.11,5.0,567,1,0
27.0,1,4,47235.0,6,3,5000.0,3,9.88,0.11,10.0,679,1,0
33.0,0,4,47166.0,9,3,5000.0,0,7.14,0.11,10.0,627,0,0
28.0,0,4,47823.0,4,3,5000.0,5,10.25,0.1,10.0,684,0,0
27.0,1,1,51977.0,3,0,8000.0,0,13.06,0.15,5.0,491,1,0
28.0,0,0,48428.0,5,3,5000.0,1,12.87,0.1,10.0,679,1,0
34.0,1,0,48817.0,8,3,5000.0,4,7.51,0.1,6.0,544,0,0
28.0,0,1,41551.0,4,3,5000.0,4,7.9,0.12,5.0,679,0,1
27.0,1,4,48873.0,6,3,5000.0,4,8.49,0.1,8.0,667,0,0
27.0,0,3,49053.0,5,3,5000.0,3,11.99,0.1,9.0,540,0,0
27.0,0,1,49022.0,3,3,5000.0,1,7.29,0.1,5.0,619,0,0
35.0,0,3,41992.0,16,3,5000.0,1,16.32,0.12,6.0,642,0,1
28.0,1,1,41666.0,7,3,5000.0,5,14.26,0.12,9.0,709,0,1
34.0,1,3,49416.0,13,3,5000.0,5,12.53,0.1,10.0,564,1,0
35.0,1,3,42019.0,8,3,5000.0,0,15.45,0.12,6.0,618,0,1
31.0,0,3,48886.0,9,3,5000.0,5,9.45,0.1,10.0,661,0,0
34.0,1,0,52469.0,12,2,7675.0,1,13.87,0.15,8.0,689,0,0
27.0,0,0,41579.0,5,3,5000.0,3,10.25,0.12,10.0,602,0,1
27.0,0,4,49685.0,1,3,5000.0,3,13.49,0.1,8.0,591,0,0
35.0,1,1,50072.0,14,3,5000.0,5,6.54,0.1,5.0,543,1,0
27.0,1,0,42772.0,3,3,5000.0,3,16.7,0.12,9.0,568,0,1
28.0,0,3,42787.0,8,3,5000.0,2,8.9,0.12,9.0,594,0,1
29.0,1,1,50428.0,7,3,5000.0,4,11.49,0.1,9.0,536,1,0
31.0,0,1,49984.0,9,3,5000.0,3,15.28,0.1,10.0,695,0,0
34.0,1,0,50961.0,14,3,5000.0,4,10.65,0.1,6.0,646,0,0
28.0,1,4,51512.0,8,3,5000.0,3,5.42,0.1,5.0,590,0,0
29.0,1,1,51029.0,6,3,5000.0,3,15.99,0.1,6.0,591,1,0
35.0,1,3,51586.0,15,3,5000.0,3,6.99,0.1,10.0,683,1,0
34.0,0,0,51082.0,9,3,5000.0,5,11.01,0.1,5.0,671,1,0
27.0,0,1,51204.0,2,3,5000.0,4,10.99,0.1,10.0,611,0,0
28.0,0,3,52328.0,7,0,15000.0,5,6.03,0.29,5.0,553,1,0
27.0,0,4,51325.0,4,3,5000.0,3,11.11,0.1,9.0,663,0,0
27.0,1,1,51438.0,3,3,5000.0,0,5.42,0.1,5.0,678,1,0
31.0,1,1,51792.0,11,3,5000.0,3,11.86,0.1,9.0,688,1,0
30.0,1,3,51470.0,8,3,5000.0,3,11.01,0.1,7.0,632,0,0
28.0,1,3,53163.0,2,0,5000.0,4,12.99,0.09,5.0,556,1,0
29.0,0,1,51677.0,4,3,5000.0,4,11.01,0.1,6.0,705,0,0
32.0,0,3,51647.0,10,3,5000.0,0,10.08,0.1,9.0,627,1,0
28.0,1,2,51461.0,6,3,5000.0,3,10.36,0.1,5.0,636,1,0
27.0,1,3,51530.0,9,3,5000.0,5,11.49,0.1,10.0,686,0,0
31.0,1,0,51227.0,6,3,5000.0,0,10.36,0.1,9.0,645,1,0
32.0,0,1,44654.0,10,3,5000.0,2,6.91,0.11,5.0,653,0,1
27.0,1,1,52403.0,6,0,17500.0,5,7.29,0.33,7.0,623,0,0
27.0,1,1,52839.0,2,3,5000.0,3,13.61,0.09,6.0,702,1,0
28.0,0,3,52817.0,5,3,5000.0,3,11.71,0.09,9.0,646,1,0
31.0,0,0,52395.0,10,3,5000.0,3,9.99,0.1,10.0,681,0,0
30.0,0,3,52664.0,5,3,5000.0,5,9.62,0.09,9.0,551,1,0
28.0,1,1,52872.0,4,0,13800.0,3,6.91,0.26,6.0,655,1,0
33.0,1,3,52639.0,7,0,10000.0,2,13.35,0.19,10.0,632,1,0
28.0,1,1,46520.0,5,3,5000.0,4,13.49,0.11,6.0,646,0,1
28.0,1,1,53439.0,2,3,5000.0,0,5.42,0.09,7.0,657,1,0
35.0,0,4,54627.0,11,3,5000.0,1,6.92,0.09,7.0,542,1,0
27.0,1,4,52547.0,4,2,15000.0,1,7.51,0.29,5.0,554,1,0
35.0,1,4,47515.0,11,3,5000.0,3,9.99,0.11,6.0,696,0,1
28.0,0,1,47912.0,6,3,5000.0,0,5.99,0.1,7.0,653,0,1
28.0,1,3,52644.0,5,0,12000.0,2,13.48,0.23,6.0,535,0,0
34.0,0,1,52495.0,12,0,11000.0,0,7.88,0.21,10.0,636,1,0
32.0,1,0,52525.0,6,0,12000.0,5,7.88,0.23,7.0,641,1,0
31.0,0,1,54743.0,10,3,5000.0,5,13.35,0.09,8.0,675,1,0
32.0,1,1,47725.0,9,3,5000.0,3,14.09,0.1,10.0,604,0,1
32.0,0,1,55012.0,10,3,5000.0,0,10.36,0.09,5.0,677,1,0
32.0,1,3,54797.0,8,3,5000.0,4,7.88,0.09,10.0,502,1,0
28.0,1,3,54832.0,4,3,5000.0,4,12.73,0.09,7.0,683,1,0
28.0,1,4,52335.0,5,0,8000.0,2,9.32,0.15,10.0,688,1,0
33.0,1,4,55437.0,10,3,5000.0,4,15.99,0.09,6.0,635,1,0
27.0,0,1,55546.0,3,3,5000.0,1,11.71,0.09,5.0,595,1,0
29.0,1,1,52914.0,4,0,10000.0,3,8.0,0.19,9.0,539,1,0
28.0,0,1,44931.0,6,0,6000.0,2,12.53,0.13,9.0,657,0,1
30.0,1,0,56132.0,4,3,5000.0,3,11.01,0.09,9.0,603,1,0
31.0,1,1,52536.0,8,0,3000.0,5,8.9,0.06,6.0,674,1,0
29.0,1,0,57554.0,7,3,5000.0,4,10.62,0.09,7.0,615,1,0
31.0,0,2,50167.0,9,3,5000.0,1,16.07,0.1,9.0,649,0,1
30.0,0,0,52658.0,12,0,4200.0,2,13.49,0.08,7.0,646,0,0
27.0,0,3,52702.0,7,2,5000.0,5,12.69,0.09,8.0,602,1,0
34.0,0,3,57387.0,11,3,5000.0,1,12.73,0.09,6.0,652,1,0
33.0,1,4,53207.0,9,0,5000.0,0,7.51,0.09,8.0,601,1,0
30.0,0,0,51100.0,7,3,5000.0,2,16.0,0.1,6.0,703,0,1
27.0,1,1,58612.0,3,3,5000.0,0,11.71,0.09,7.0,648,0,0
32.0,0,1,53119.0,8,0,15000.0,2,7.91,0.28,7.0,725,0,0
31.0,0,4,51320.0,10,3,5000.0,1,8.49,0.1,10.0,702,0,1
29.0,1,1,52912.0,4,2,4625.0,4,5.42,0.09,6.0,642,1,0
30.0,1,1,52669.0,10,2,2000.0,2,10.99,0.04,9.0,711,1,0
32.0,1,1,58555.0,11,3,5000.0,4,6.92,0.09,10.0,587,1,0
28.0,0,1,58920.0,6,3,5000.0,1,7.29,0.08,8.0,574,1,0
32.0,1,4,58537.0,10,3,5000.0,0,11.49,0.09,8.0,631,0,0
29.0,0,4,51589.0,5,3,5000.0,2,14.96,0.1,9.0,719,0,1
28.0,1,0,53110.0,8,2,12250.0,4,9.99,0.23,6.0,606,1,0
27.0,0,0,58713.0,2,3,5000.0,3,11.58,0.09,5.0,683,0,0
30.0,1,0,52919.0,5,0,5000.0,4,11.36,0.09,9.0,550,1,0
32.0,1,3,58694.0,10,3,5000.0,0,11.97,0.09,10.0,630,0,0
29.0,1,0,59308.0,10,3,5000.0,0,13.98,0.08,5.0,728,0,0
28.0,0,1,59640.0,7,3,5000.0,4,12.42,0.08,7.0,713,1,0
28.0,0,1,52981.0,6,0,10000.0,4,11.12,0.19,9.0,608,0,0
30.0,0,4,46338.0,7,0,12700.0,3,17.27,0.27,5.0,612,0,1
27.0,0,3,53035.0,4,0,10800.0,1,10.99,0.2,6.0,688,1,0
28.0,0,0,53321.0,7,0,4000.0,1,12.69,0.08,8.0,658,0,0
28.0,1,1,53883.0,5,3,5000.0,2,12.99,0.09,5.0,615,0,1
30.0,0,0,53311.0,10,0,11250.0,1,13.61,0.21,9.0,490,1,0
27.0,0,4,53255.0,8,0,1200.0,3,11.01,0.02,5.0,673,1,0
34.0,0,2,67444.0,9,3,9000.0,5,7.74,0.13,6.0,659,1,0
27.0,1,0,53507.0,5,0,7000.0,0,10.65,0.13,10.0,659,0,0
33.0,0,1,67254.0,12,3,9000.0,3,8.49,0.13,5.0,707,0,0
29.0,1,1,53087.0,4,2,10000.0,0,14.46,0.19,8.0,641,0,0
27.0,0,0,69029.0,5,3,9000.0,5,13.11,0.13,5.0,548,1,0
29.0,1,0,53740.0,4,2,4800.0,2,7.05,0.09,7.0,671,1,0
27.0,1,4,70024.0,4,3,9000.0,0,11.97,0.13,9.0,681,0,0
27.0,0,4,53966.0,3,0,14000.0,4,10.38,0.26,10.0,627,1,0
27.0,1,1,65037.0,2,3,9000.0,3,15.58,0.14,7.0,673,0,1
29.0,0,1,53630.0,6,0,7000.0,5,11.01,0.13,8.0,689,0,0
